# galactic coordinates #
# l(deg)    b(deg)   m_v #
  68.1997  0.0838205  8.97511907
  69.7737 -11.8059  6.43044638
  80.1879 -5.35125  6.78286936
  329.749 -8.49638  10.4642992
  186.218  3.97467  10.1910216
  297.321  3.29222  8.93889874
  39.5306 -2.59241  8.31867783
  78.4368 -2.12192  6.81207474
  252.416 -0.94761  10.9173983
  330.885 -7.40023  8.74530471
  40.8292 -14.9113  7.26994996
  351.773  2.49733  12.671956
  334.846 -2.42872  10.2120623
  146.309  4.26071  12.1510287
  96.8584  1.74138  5.37968259
  279.956 -5.51958  6.74755984
  164.437 -5.45352  13.2918682
  91.3974 -26.6744  0.840581207
  74.647  14.8529  6.54159989
  64.0242  1.06795  6.51148431
  179.492  0.624777  11.8390899
  209.224  2.49263  13.1945426
  65.1288 -3.58079  9.57187032
  282.521 -0.317636  9.29587387
  109.935  5.38048  7.82215144
  16.7281 -3.43119  10.9777455
  303.958  5.77183  7.71706092
  3.20914  0.324376  15.9867692
  212.51  1.85998  12.0405743
  113.15 -16.9006  6.36310297
  187.98 -1.79581  10.4431924
  77.2202 -0.759549  7.85050032
  51.1648  2.18527  11.1234169
  42.5683 -7.37818  11.0243921
  237.673 -43.3961  5.12630447
  103.153 -9.97126  7.14579826
  218.668 -0.664037  12.6036212
  4.15278  1.76012  8.75344107
  227.532  5.30952  7.44571076
  248.623 -1.73172  14.4567221
  270.85 -1.31604  3.47937798
  294.628  9.63792  6.44689435
  180.336  4.37166  12.5439542
  65.385  9.32453  6.31213252
  173.71 -2.16844  13.6221734
  266.378 -7.89031  1.8896843
  307.597  3.46207  11.0448838
  329.738 -7.6405  10.7839518
  295.796  0.345019  9.28743984
  322.58  7.19528  9.61793971
  286.098  2.99885  7.64101651
  348.358  0.41765  12.9371336
  250.597  10.1498  7.10716167
  291.41 -4.57697  8.18491154
  221.63 -4.09954  9.61799884
  272.083  1.79998  4.45348139
  232.734 -0.0873339  15.1305427
  6.28823  9.12277  8.94219131
  311.157  0.938119  13.4543351
  123.069 -0.197534  9.76886918
  30.5351 -0.193088  13.0513886
  225.65 -2.01895  13.3876377
  294.151 -14.4294  1.04723515
  154.742 -6.01727  9.98698162
  230.52 -0.469357  11.4917455
  159.72 -4.84046  10.4245372
  309.522 -1.36211  8.58652797
  96.036 -2.44725  4.72852023
  48.3914  8.49286  7.67446376
  167.896  1.25905  9.20675143
  216.75  0.879062  10.6196318
  321.89 -2.36632  11.2023809
  175.637  13.0759  7.96238946
  142.099 -2.31689  12.9542028
  253.827  0.572453  6.45003973
  60.8414 -0.229749  8.05124895
  39.9639  5.40361  8.85834755
  169.81 -2.06824  12.9842178
  61.6676 -4.98839  8.44964813
  181.64 -3.18599  12.1329018
  63.7299 -7.19898  10.1541443
  269.086 -33.8697 -1.58866543
  263.307  0.419732  6.2080336
  341.003  0.161846  11.1023465
  193.845  3.20144  8.92919636
  83.7489 -5.02812  5.86861738
  258.105  15.1394  5.23906792
  14.6513  0.756898  10.2263719
  234.176  1.1612  17.6425415
  23.6032 -1.19921  12.501976
  227.42 -33.3183  5.8615724
  121.501  0.0781867  11.145026
  43.9227  2.35318  10.2606645
  349.18 -1.65546  9.4293521
  314.495  0.287251  10.5072419
  357.929 -2.25188  9.36635198
  7.79396  3.48614  12.7134057
  260.409 -1.92142  4.93460854
  209.246 -2.954  12.9648313
  15.7999  0.212569  11.9796056
  263.276 -3.05472  6.31855737
  11.7266 -0.159705  11.1626072
  213.848  0.826921  10.4928016
  128.932 -1.34811  10.3368677
  113.181  2.62077  8.26968509
  223.793 -4.30139  7.96886603
  305.129 -0.206192  10.3967863
  279.943  1.74626  6.92814057
  92.8264  2.66278  6.91155538
  269.712 -1.34813 -2.79685619
  49.2735 -15.9277  8.35831534
  130.646  4.52162  7.99818746
  247.338 -9.04507  5.61723681
  191.703  5.40522  9.52915565
  74.1686 -2.20528  16.0886087
  107.929 -0.877155  9.5389234
  277.433  8.90913  4.93538611
  280.189  1.68683  7.53413906
  229.846 -6.7021  8.41387144
  56.5142 -0.193293  9.49675147
  235.567  1.18377  16.1232408
  15.6591 -6.1066  9.0842803
  13.5234 -0.277335  14.0843413
  75.2323 -9.2305  5.78327958
  22.0967 -2.25355  12.67701
  156.84  1.82055  11.1997963
  258.04 -4.25537  6.92099136
  20.4755  1.92681  9.70092255
  56.4265  5.6573  8.59084385
  355.325 -0.90801  9.90541635
  206.2 -4.84899  9.59435985
  237.699 -1.27236  14.1604332
  198.019 -6.65998  8.53637552
  314.321 -5.48902  8.84243811
  79.2294 -0.553577  9.92946251
  348.912 -0.764151  9.26854422
  315.386  1.77113  10.7785572
  176.278 -35.9818  5.81586011
  110.633  1.66208  11.1888078
  91.2731 -3.13289 -0.819073901
  264.708 -2.10342  6.90030054
  160.836 -0.106126  11.1865607
  268.627 -0.307228  3.50450123
  66.8878 -9.06819  8.72268012
  176.821 -6.6562  9.7052499
  21.1395  23.5572  8.31816244
  142.247  18.8484  6.70189159
  215.899  0.642748  11.6903711
  178.54  2.48149  10.4563523
  349.968 -7.89923  7.21813804
  213.283 -0.90731  11.548588
  223.883  1.34948  13.2687399
  154.14  2.0361  13.1133659
  221.421 -11.6747  10.8444884
  315.894 -4.36388  11.3679045
  225.311 -1.45948  12.4616071
  240.201 -0.594327  10.2694109
  217.051 -7.70206  10.7989708
  268.294 -7.81912  1.81056482
  148.956 -26.5216  7.18905272
  198.247  3.02676  8.81819632
  72.567  20.1739  5.19635828
  54.49 -3.7051  5.3864725
  254.05  9.53077  8.59134462
  94.9535 -24.5872  0.467127755
  353.241  0.366741  11.6523862
  18.9337 -2.12206  8.88647201
  8.83657 -15.9184  10.2092627
  297.366 -4.50154  9.6429623
  309.688  42.4766  4.91826363
  12.8617  9.08034  10.4150761
  169.903 -4.93378  12.4458389
  313.813  15.1634  7.76372915
  66.915 -4.0214  10.8875545
  245.275 -35.2124  4.33660869
  180.652 -4.29158  10.1782371
  28.5511  4.78107  9.7099833
  304.413  6.44513  8.14223704
  286.186  2.73607  8.47237888
  328.555 -0.693567  10.8349506
  187.555 -0.49903  12.6966617
  227.066  6.76409  7.0870416
  59.8748  14.4694  4.7081782
  353.14  16.2257  14.2454809
  219.923 -4.4454  10.0247761
  112.35 -0.0597214  11.0002683
  184.498 -2.32054  12.9247394
  96.538 -27.5102  2.1928526
  87.736  0.639349  5.10397025
  116.117  1.26671  11.0584002
  90.2649  3.1232 -2.49093042
  349.553  3.954  11.2051741
  29.2217  3.63886  11.6011534
  235.342  11.284  7.05995148
  291.884 -23.2743  6.35797557
  115.579  10.3252  8.38665187
  237.583 -2.89387  11.5181037
  308.657  1.88086  10.2563794
  13.7801  1.66334  12.6104003
  279.407  14.0608  5.79903232
  153.36 -4.81613  11.8031205
  91.4648  3.01266  4.37916393
  202.374 -5.47618  10.0682402
  144.57 -12.1717  6.72032199
  109.301 -9.44488  6.68704649
  144.943 -2.6062  12.8455188
  179.448 -5.63841  13.3262826
  197.501 -1.35228  13.6278395
  306.736  13.8126  8.49420455
  336.052  0.00572989  11.7874891
  11.7992 -0.345425  9.2840375
  111.496 -9.29517  6.35503323
  304.057 -10.8551  7.40403038
  137.2 -0.579174  12.0813752
  148.76  6.28584  9.39446393
  176.988 -1.34539  13.1956836
  260.338 -1.42042  5.33538183
  133.445  1.97033  11.1456314
  341.616 -37.9024  6.92907954
  89.1231  3.28711  3.09515516
  269.337 -5.53656  0.0805317719
  173.275  0.865388  11.1478762
  102.293 -4.71371  5.76390454
  130.828 -6.23016  8.20335456
  273.878  5.01425  5.23030897
  346.389 -30.3665  7.38062535
  351.076 -9.36328  8.69480532
  124.504 -4.19752  9.19872281
  265.312 -35.3  3.41036286
  246.489  1.6001  7.16137905
  338.47 -4.86886  8.00381832
  172.824  9.79741  7.76743597
  21.3713 -2.45815  11.9042155
  16.3234  13.8127  10.9787938
  5.93195 -9.32829  7.6748847
  188.186  2.82593  14.6085718
  123.693  10.1828  7.26587751
  235.568  15.9263  6.1092408
  18.0571  16.8209  8.45413396
  318.392 -11.9866  8.09145408
  222.48 -5.21987  10.6760696
  28.2164 -3.53453  10.9831711
  89.673 -4.92771 -3.24990638
  317.973 -0.294732  9.85871385
  203.311 -12.0547  17.449567
  167.927 -10.6807  9.63690871
  83.4269  7.20332  6.27942961
  244.751  4.96246  9.68483375
  297.044  30.1627  7.17679632
  141.418  21.2798  10.9311382
  322.504  4.2914  11.2301085
  55.7054 -6.07831  8.6859391
  31.011  2.08175  10.3587468
  41.577  1.71804  8.88290735
  336.978 -6.43178  9.75362054
  171.094 -0.347546  13.3030142
  218.989  0.856753  11.9105437
  353.121 -6.32258  9.52859974
  249.262  20.289  6.27072827
  246.759 -6.30146  9.34426226
  262.753 -0.441122  5.58098227
  196.664  0.13627  10.5829043
  43.7773  4.36109  8.61931651
  122.325 -0.886829  11.2367013
  200.968  4.69884  5.92151883
  29.2709  2.69299  8.90579624
  46.9982  8.92445  6.13009535
  133.683  3.28219  10.7500942
  331.766 -4.12476  10.5441254
  294.04 -4.24529  10.2583652
  307.109 -1.68342  9.85116228
  129.498  6.62624  10.0962009
  277.238  7.40698  6.03607547
  174.634 -0.874365  10.9064876
  27.4052  43.3041  6.64214668
  344.327  2.24772  11.9257996
  11.3588  4.10092  11.1029819
  37.942  1.60741  11.5613942
  295.719  3.83092  9.54999092
  128.082 -0.620659  12.5245374
  208.774 -2.10259  14.8486877
  349.32  4.29099  11.3393174
  123.968 -4.17252  10.6067237
  32.3742 -54.2329  3.3640088
  309.78  0.35007  11.120589
  82.1843  1.91261  5.59692904
  215.278 -4.06165  11.0227819
  118.644 -2.6366  10.1297117
  261.286 -3.84452  3.95306033
  116.762 -3.00793  9.30566508
  78.8041 -0.825551  3.95439294
  246.902  3.56311  7.09091569
  182.082 -21.3938  8.86400862
  309.659 -0.555071  11.1792385
  356.746 -5.24063  9.01282648
  316.474  2.65758  9.37620223
  49.5779  3.8598  9.26503249
  310.12 -29.9823  4.51846057
  154.936 -8.15362  11.7442724
  129.56  0.628573  9.54323482
  180.959  0.489634  11.2708222
  20.9986  13.6424  6.48647869
  281.727  4.07774  6.13153141
  80.6207 -0.958024  8.58530888
  266.087 -23.0691  1.73876911
  248.414  8.57429  8.75012141
  238.564 -17.1266  7.73937267
  330.105  5.13935  9.84242686
  268.543 -4.65619  1.67312735
  109.82 -13.7197  6.51350435
  159.858 -2.58579  11.1972212
  340.61 -4.20568  11.8082909
  274.813 -2.94658  6.28753709
  80.6224  0.850887  5.60477957
  241.766  5.2309  7.73711641
  325.676 -23.9976  8.32452062
  204.239 -22.4371  7.97186817
  95.4364  44.2224  0.857868526
  282.68 -33.3059  6.28234661
  11.5676  3.58334  10.2731021
  356.252 -13.0739  8.79646319
  206.236  2.62177  7.83521412
  88.9319  7.36129  1.01168313
  143.962 -4.79865  11.0371771
  169.211  0.595553  8.52884341
  153.518 -10.4458  8.51592924
  271.99 -1.85893  2.23774427
  167.352 -10.1023  9.35643558
  246.888  5.73059  9.01334954
  95.8121 -0.400372  4.80987206
  12.9013 -0.217827  11.9347203
  227.406  13.5394  8.18001204
  90.8085 -1.84492  0.137959472
  124.718 -2.91233  8.46942307
  76.9225  0.568608  8.72081082
  198.735  37.2404  7.68934255
  253.89 -6.05398  9.11189123
  284.437  18.6191  6.22268138
  206.52  4.42029  7.80646753
  236.727  1.276  13.3658806
  100.435 -0.478926  4.29773849
  133.213  6.87435  7.35410011
  72.2401  0.305667  9.86788897
  290.931 -2.13319  9.17571162
  288.584 -19.1779  4.32781652
  101.038 -2.00544  4.94609936
  76.6487 -2.14537  8.04290751
  257.229 -0.969429  8.12778894
  256.425 -0.252005  7.04538356
  306.665  5.7306  7.65787064
  153.152  7.87132  8.1334723
  301.762 -4.02155  8.88213636
  193.677  1.72554  13.107566
  148.881 -27.5883  6.97511919
  332.257 -33.2487  5.45874388
  308.678  2.67521  9.66592641
  49.9607  4.31164  9.12000819
  60.7899 -1.37379  7.67260581
  246.051 -0.862104  13.9868143
  129.062  13.2086  12.3363462
  63.9933 -3.04904  10.2707142
  245.311 -1.68344  9.4452663
  111.615  5.89225  10.6681823
  201.704  1.94626  14.1962457
  160.974 -3.44623  10.6698195
  0.67608 -4.01668  11.9657487
  338.97  5.6295  12.0414016
  193.928  3.36371  9.1560784
  149.04  0.367515  13.3543836
  359.503  12.4935  8.94073074
  202.025  1.74571  14.9177776
  238.872  8.71898  8.00695971
  174.703 -28.5907  9.31949727
  301.09  4.20399  10.7910071
  357.084  1.16764  11.1039791
  16.9972  5.98568  9.48510308
  267.11 -2.01802  3.24861507
  85.8724 -5.22825  2.9632894
  329.618  7.04792  7.95007472
  288.438 -1.98038  4.11493851
  65.9893  12.2449  4.45301334
  255.431 -3.54427  5.94056575
  3.4021 -0.491292  14.5525535
  256.805 -5.10538  7.02026063
  295.261  43.8329  4.50459287
  87.5487 -15.758  4.23575142
  60.936  3.42006  9.4638537
  231.281  32.7223  7.45838673
  260.713  13.9039  4.06485385
  157.8 -1.68712  10.9625483
  4.61729  1.54479  10.8278363
  300.491 -4.35803  8.92912877
  165.904 -16.5561  17.0037581
  280.971 -0.573074  10.3486204
  117.99 -5.91902  10.8036282
  328.544  3.63324  11.1455055
  219.593  0.000657891  12.3204846
  178.111  8.05507  9.82670796
  348.23  2.04362  11.8561603
  245.666 -11.1288  6.27077791
  331.178 -6.03561  9.27567465
  303.916 -0.450358  11.4915769
  134.637  3.30587  9.0165051
  198.077  18.4169  8.35833012
  244.41 -2.94066  7.65288869
  306.533  6.68606  9.18635242
  79.9734 -1.27758  5.90352624
  214.088 -1.73058  7.40121561
  348.512 -5.60747  9.96862226
  47.9685  1.64086  9.71365869
  152.104 -27.3859  8.86155385
  40.4532 -1.62748  9.73080379
  77.4189 -4.70053  7.92663531
  273.783 -0.813246  6.38793627
  356.432  13.8416  10.0120856
  354.408 -2.98475  11.2157631
  245.919 -0.120774  9.10870093
  14.5213 -1.08732  14.6612684
  335.806 -7.66665  6.75955749
  94.5828  4.72266  3.86309973
  239.894  1.21598  14.4562613
  248.462 -8.8942  7.50984539
  176.614  0.998594  11.9512686
  117.825  9.48364  9.23933353
  128.345  15.4209  14.5061518
  126.426 -2.70452  9.46835117
  334.015  2.75386  12.0024465
  158.431 -23.6416  9.97182655
  143.146  0.790901  17.0594174
  192.161  4.57237  6.31300567
  280.724 -8.8622  6.78243751
  127.817  0.205933  11.3898437
  345.71 -1.309  10.1113795
  277.262  1.98596  7.05196652
  216.386  6.4268  10.8027092
  272.706  8.23964  4.44094162
  137.326  18.0923  7.00113465
  235.97 -6.56569  9.91087632
  356.829  14.6784  10.9861117
  115.799 -18.868  7.52667632
  126.541  1.15815  11.3274703
  159.677 -2.86069  10.4594628
  86.3092  0.240277  5.06703194
  236.012  13.9523  8.12589937
  4.5971 -7.74848  10.1288916
  299.637 -7.28358  8.78449179
  201.774  0.939048  18.7084021
  80.5263  0.313282  6.07538328
  280.444 -0.424015  9.5430533
  344.484 -1.13426  11.0637489
  1.287 -3.08551  10.8926783
  248.196  17.0487  7.09642004
  111.314  15.3341  8.00423092
  201.756 -5.97677  10.3925902
  244.415  3.37617  8.47130789
  309.863 -26.8035  8.9049651
  148.387  0.273241  14.050124
  32.4602 -6.06984  8.20014591
  48.2046 -2.17828  9.0791777
  6.60376  8.06839  9.10781043
  3.37652 -9.45217  9.28316902
  327.073 -3.29893  9.96993679
  251.821 -4.32301  8.76251028
  231.121  1.79878  16.0410959
  246.459 -1.33587  12.5223843
  265.356 -1.04888  7.28875434
  13.8501 -6.31518  9.65077114
  260.244 -2.57628  7.19965849
  153.528 -5.17612  10.9052419
  162.102  2.9598  9.6916897
  283.542  0.246879  11.1266439
  98.2578  2.32596  7.48964506
  278.636 -2.42722  7.85436205
  286.925  6.94171  8.33944663
  267.439  3.40931  4.22985566
  217.553  4.47259  10.578689
  83.4172  5.27418  4.28456707
  68.8433 -1.28895  11.4696442
  135.299 -5.88168  7.25654588
  132.111 -8.78332  9.40331744
  130.075  5.0512  7.77654287
  106.074 -4.76085  5.95483697
  318.996  23.8899  3.29577965
  111.378 -0.633784  12.4971557
  226.67  3.84283  8.78135645
  289.721  1.67154  9.19990582
  311.296  10.118  9.15028978
  278.407 -5.22293  4.47858046
  217.523  4.03969  10.1454344
  300.044  3.68008  9.73172706
  143.223  10.8271  7.47939072
  257.572 -4.86196  6.60592691
  239.485 -38.8682  4.92917776
  134.271  6.84635  9.61320701
  115.266  5.99433  10.5450983
  63.1138 -3.24327  9.58610782
  222.433 -1.24521  11.6526218
  356.191  9.40543  7.11790641
  354.705  0.709557  13.4743153
  265.786  6.16871  5.96341234
  27.6818 -2.3626  11.1017326
  3.16793  1.74801  10.5210098
  250.208 -1.05224  15.454841
  150.442  3.07276  12.1473692
  22.6772  4.38843  10.0406114
  163.116  29.0823  6.14605054
  31.7085 -0.745609  11.277374
  80.0533 -10.8541  2.43603219
  257.526  6.18294  5.71676178
  229.494 -7.64356  9.6562384
  56.5361  5.51447  7.13905295
  215.248  4.42127  8.42617791
  157.637 -7.67323  9.09102959
  258.817  21.1463  4.34762313
  242.796 -4.32666  7.44910036
  243.34  0.757825  10.0712724
  4.33898  0.10258  10.7186333
  212.135 -0.102995  12.3182901
  323.284 -14.4521  8.25283756
  74.0442  2.48225  5.99180619
  228.737  11.2774  8.57236631
  332.56  10.3542  5.52643527
  344.76  1.2546  10.9529069
  329.522  0.218733  13.0515348
  209.42  1.37366  13.1833864
  27.0742  72.1696  3.81342413
  73.6792 -2.45184  17.3116247
  294.635  76.9366  0.620011519
  41.4266  14.2044  7.6013257
  271.407  8.16911  0.784098113
  46.8358 -10.3797  7.18851636
  159.548  1.30277  9.72569275
  307.896  1.92601  9.59848427
  207.963  13.7399  9.14212413
  51.9949 -2.90219  9.2690101
  163.207 -6.62789  11.4705732
  22.393 -2.22263  11.0899954
  195.305 -35.5673  4.88586158
  19.1316  5.91254  10.3196357
  50.3295 -1.66972  9.15916165
  127.251  5.39089  9.96129281
  319.53 -12.6945  8.14031801
  159.665  0.183557  11.6100371
  329.166  5.55934  11.158341
  103.737 -2.34567  9.30395063
  279.394 -2.80633  4.29552092
  184.362  0.562432  9.49917081
  199.54  29.0215  7.38271438
  307.852  3.64559  8.01073144
  301.827  3.69255  9.53361035
  66.6375 -1.44192  10.9327246
  222.728 -2.78223  11.4068086
  123.911 -1.30652  11.4088886
  258.73 -3.42146  7.12327193
  137.982  40.2587  5.75900146
  24.9498  0.339955  14.3876563
  162.349  8.43991  9.05103072
  294.215  15.722  7.66502971
  30.0908 -0.0703764  11.266768
  317.237  6.29697  9.43263903
  99.9743 -3.82159  5.78079571
  298.407  0.772616  13.2059261
  134.164  6.26817  10.3068195
  117.961 -3.55253  10.8663683
  130.796 -0.827153  11.6405249
  152.486 -15.5665  10.4473406
  217.956 -2.22223  13.9146006
  61.979  3.30502  8.43976636
  321.961  25.076  6.9071247
  11.4887  16.9671  8.15021306
  246.895  9.21885  7.39115978
  100.722 -2.20994  4.56935154
  129.175 -3.54078  8.3390222
  334.809 -37.9915  6.67950696
  219.883  0.532422  11.2093975
  157.671  9.22907  10.6585971
  311.038  1.55688  17.8889837
  196.856  5.45302  8.1986412
  296.079 -1.43174  10.018451
  357.841 -1.61356  12.9060468
  218.9 -4.06654  7.31097382
  163.465  8.27479  9.35717291
  78.7259  6.92427  5.8965656
  222.165  11.0892  9.05038701
  11.9609  17.2197  9.83751678
  261.621  2.94932  7.47129269
  21.261  2.82186  9.68863414
  14.7895  9.49761  8.98506651
  15.2214 -3.35053  9.35099707
  56.9897  9.3345  5.20905374
  300.375 -4.02523  8.40492577
  345.304 -10.216  12.3577618
  192.321  15.9991  10.0792857
  69.5837 -8.74578  6.35888626
  282.792 -3.93718  6.09642855
  71.9474 -7.47672  7.8832246
  172.378 -8.37111  11.8231961
  89.3416 -6.66627  6.31676289
  99.1684 -3.7108  6.46668675
  89.2531 -6.47412  5.04975897
  68.3008  1.35984  8.27523836
  185.491 -11.4139  11.4640377
  240.404  5.67865  10.1477996
  277.019  6.23053  4.79373554
  211.599  6.98912  8.56656015
  269.524  0.689766 -1.38798333
  216.754 -9.27177  8.56242687
  158.935 -15.2934  10.1545497
  328.837  3.24987  8.38681519
  197.495 -4.24503  8.80689877
  2.39109  2.67343  11.7604964
  77.3947  10.9206  7.80697235
  310.127  51.8991  3.28979655
  125.792  3.62748  10.7310558
  193.252  1.03886  9.23004184
  216.424 -3.5028  8.90598852
  43.3922 -5.70344  9.23256441
  73.6404 -5.38895  6.28042432
  45.8783 -3.53696  12.0301784
  353.941  0.374919  15.5435483
  334.17  0.956784  11.5536591
  87.4873 -7.63264  3.14705356
  228.533 -5.96508  7.87244452
  155.736  11.1537  9.4735751
